ID,CV method
1225,"Object detection methods (YOLOv6, RetinaNet, etc)"
1240,"Object detection methods (YOLOv6, RetinaNet, etc)"
1269,"Object detection methods (YOLOv6, RetinaNet, etc)"
1277,"Object detection methods (YOLOv6, RetinaNet, etc)"
1286,"Object detection methods (YOLOv6, RetinaNet, etc)"
1287,"Object detection methods (YOLOv6, RetinaNet, etc)"
1309,"Object detection methods (YOLOv6, RetinaNet, etc)"
1334,"Object detection methods (YOLOv6, RetinaNet, etc)"
1336,"Object detection methods (YOLOv6, RetinaNet, etc)"
1345,"Object detection methods (YOLOv6, RetinaNet, etc)"
1346,"Object detection methods (YOLOv6, RetinaNet, etc)"
1348,"Object detection methods (YOLOv6, RetinaNet, etc)"
1354,"Object detection methods (YOLOv6, RetinaNet, etc)"
1364,"Object detection methods (YOLOv6, RetinaNet, etc)"
1370,"Object detection methods (YOLOv6, RetinaNet, etc)"
1379,"Object detection methods (YOLOv6, RetinaNet, etc)"
1395,"Object detection methods (YOLOv6, RetinaNet, etc)"
1405,"Object detection methods (YOLOv6, RetinaNet, etc)"
1409,"Object detection methods (YOLOv6, RetinaNet, etc)"
1422,"Object detection methods (YOLOv6, RetinaNet, etc)"
1446,"Object detection methods (YOLOv6, RetinaNet, etc)"
1452,"Object detection methods (YOLOv6, RetinaNet, etc)"
1454,"Object detection methods (YOLOv6, RetinaNet, etc)"
1459,"Object detection methods (YOLOv6, RetinaNet, etc)"
1481,"Object detection methods (YOLOv6, RetinaNet, etc)"
1483,"Object detection methods (YOLOv6, RetinaNet, etc)"
1499,"Object detection methods (YOLOv6, RetinaNet, etc)"
1514,"Object detection methods (YOLOv6, RetinaNet, etc)"
1528,"Object detection methods (YOLOv6, RetinaNet, etc)"
1531,"Object detection methods (YOLOv6, RetinaNet, etc)"
1541,"Object detection methods (YOLOv6, RetinaNet, etc)"
1599,"Object detection methods (YOLOv6, RetinaNet, etc)"
1600,"Object detection methods (YOLOv6, RetinaNet, etc)"
1601,"Object detection methods (YOLOv6, RetinaNet, etc)"
1618,"Object detection methods (YOLOv6, RetinaNet, etc)"
1631,"Object detection methods (YOLOv6, RetinaNet, etc)"
1639,"Object detection methods (YOLOv6, RetinaNet, etc)"
1651,"Object detection methods (YOLOv6, RetinaNet, etc)"
1654,"Object detection methods (YOLOv6, RetinaNet, etc)"
1664,"Object detection methods (YOLOv6, RetinaNet, etc)"
1696,"Object detection methods (YOLOv6, RetinaNet, etc)"
1731,"Object detection methods (YOLOv6, RetinaNet, etc)"
1739,"Object detection methods (YOLOv6, RetinaNet, etc)"
1744,"Object detection methods (YOLOv6, RetinaNet, etc)"
1753,"Object detection methods (YOLOv6, RetinaNet, etc)"
1755,"Object detection methods (YOLOv6, RetinaNet, etc)"
1760,"Object detection methods (YOLOv6, RetinaNet, etc)"
1765,"Object detection methods (YOLOv6, RetinaNet, etc)"
1768,"Object detection methods (YOLOv6, RetinaNet, etc)"
1770,"Object detection methods (YOLOv6, RetinaNet, etc)"
1774,"Object detection methods (YOLOv6, RetinaNet, etc)"
1775,"Object detection methods (YOLOv6, RetinaNet, etc)"
1781,"Object detection methods (YOLOv6, RetinaNet, etc)"
1786,"Object detection methods (YOLOv6, RetinaNet, etc)"
1819,"Object detection methods (YOLOv6, RetinaNet, etc)"
1823,"Object detection methods (YOLOv6, RetinaNet, etc)"
1829,"Object detection methods (YOLOv6, RetinaNet, etc)"
1830,"Object detection methods (YOLOv6, RetinaNet, etc)"
1832,"Object detection methods (YOLOv6, RetinaNet, etc)"
1845,"Object detection methods (YOLOv6, RetinaNet, etc)"
1847,"Object detection methods (YOLOv6, RetinaNet, etc)"
1858,"Object detection methods (YOLOv6, RetinaNet, etc)"
1865,"Object detection methods (YOLOv6, RetinaNet, etc)"
1882,"Object detection methods (YOLOv6, RetinaNet, etc)"
1890,"Object detection methods (YOLOv6, RetinaNet, etc)"
1901,"Object detection methods (YOLOv6, RetinaNet, etc)"
1907,"Object detection methods (YOLOv6, RetinaNet, etc)"
1908,"Object detection methods (YOLOv6, RetinaNet, etc)"
1922,"Object detection methods (YOLOv6, RetinaNet, etc)"
1925,"Object detection methods (YOLOv6, RetinaNet, etc)"
1929,"Object detection methods (YOLOv6, RetinaNet, etc)"
1930,"Object detection methods (YOLOv6, RetinaNet, etc)"
1932,"Object detection methods (YOLOv6, RetinaNet, etc)"
1933,"Object detection methods (YOLOv6, RetinaNet, etc)"
1948,"Object detection methods (YOLOv6, RetinaNet, etc)"
1979,"Object detection methods (YOLOv6, RetinaNet, etc)"
1988,"Object detection methods (YOLOv6, RetinaNet, etc)"
1989,"Object detection methods (YOLOv6, RetinaNet, etc)"
2001,"Object detection methods (YOLOv6, RetinaNet, etc)"
2054,"Object detection methods (YOLOv6, RetinaNet, etc)"
2055,"Object detection methods (YOLOv6, RetinaNet, etc)"
2076,"Object detection methods (YOLOv6, RetinaNet, etc)"
2085,"Object detection methods (YOLOv6, RetinaNet, etc)"
2096,"Object detection methods (YOLOv6, RetinaNet, etc)"
2108,"Object detection methods (YOLOv6, RetinaNet, etc)"
2111,"Object detection methods (YOLOv6, RetinaNet, etc)"
2136,"Object detection methods (YOLOv6, RetinaNet, etc)"
2196,"Object detection methods (YOLOv6, RetinaNet, etc)"
2200,"Object detection methods (YOLOv6, RetinaNet, etc)"
2206,"Object detection methods (YOLOv6, RetinaNet, etc)"
2215,"Object detection methods (YOLOv6, RetinaNet, etc)"
2218,"Object detection methods (YOLOv6, RetinaNet, etc)"
2222,"Object detection methods (YOLOv6, RetinaNet, etc)"
2230,"Object detection methods (YOLOv6, RetinaNet, etc)"
2237,"Object detection methods (YOLOv6, RetinaNet, etc)"
2249,"Object detection methods (YOLOv6, RetinaNet, etc)"
2258,"Object detection methods (YOLOv6, RetinaNet, etc)"
2265,"Object detection methods (YOLOv6, RetinaNet, etc)"
2267,"Object detection methods (YOLOv6, RetinaNet, etc)"
2277,"Object detection methods (YOLOv6, RetinaNet, etc)"
2284,"Object detection methods (YOLOv6, RetinaNet, etc)"
2289,"Object detection methods (YOLOv6, RetinaNet, etc)"
2320,"Object detection methods (YOLOv6, RetinaNet, etc)"
2328,"Object detection methods (YOLOv6, RetinaNet, etc)"
2332,"Object detection methods (YOLOv6, RetinaNet, etc)"
2352,"Object detection methods (YOLOv6, RetinaNet, etc)"
2356,"Object detection methods (YOLOv6, RetinaNet, etc)"
2365,"Object detection methods (YOLOv6, RetinaNet, etc)"
2371,"Object detection methods (YOLOv6, RetinaNet, etc)"
2372,"Object detection methods (YOLOv6, RetinaNet, etc)"
2383,"Object detection methods (YOLOv6, RetinaNet, etc)"
2426,"Object detection methods (YOLOv6, RetinaNet, etc)"
2431,"Object detection methods (YOLOv6, RetinaNet, etc)"
2432,"Object detection methods (YOLOv6, RetinaNet, etc)"
2434,"Object detection methods (YOLOv6, RetinaNet, etc)"
2455,"Object detection methods (YOLOv6, RetinaNet, etc)"
2458,"Object detection methods (YOLOv6, RetinaNet, etc)"
2463,"Object detection methods (YOLOv6, RetinaNet, etc)"
2465,"Object detection methods (YOLOv6, RetinaNet, etc)"
2477,"Object detection methods (YOLOv6, RetinaNet, etc)"
2494,"Object detection methods (YOLOv6, RetinaNet, etc)"
2496,"Object detection methods (YOLOv6, RetinaNet, etc)"
2509,"Object detection methods (YOLOv6, RetinaNet, etc)"
2524,"Object detection methods (YOLOv6, RetinaNet, etc)"
2526,"Object detection methods (YOLOv6, RetinaNet, etc)"
2530,"Object detection methods (YOLOv6, RetinaNet, etc)"
2545,"Object detection methods (YOLOv6, RetinaNet, etc)"
2554,"Object detection methods (YOLOv6, RetinaNet, etc)"
2566,"Object detection methods (YOLOv6, RetinaNet, etc)"
2574,"Object detection methods (YOLOv6, RetinaNet, etc)"
2590,"Object detection methods (YOLOv6, RetinaNet, etc)"
2608,"Object detection methods (YOLOv6, RetinaNet, etc)"
2615,"Object detection methods (YOLOv6, RetinaNet, etc)"
2617,"Object detection methods (YOLOv6, RetinaNet, etc)"
2619,"Object detection methods (YOLOv6, RetinaNet, etc)"
2620,"Object detection methods (YOLOv6, RetinaNet, etc)"
2626,"Object detection methods (YOLOv6, RetinaNet, etc)"
2642,"Object detection methods (YOLOv6, RetinaNet, etc)"
2644,"Object detection methods (YOLOv6, RetinaNet, etc)"
2645,"Object detection methods (YOLOv6, RetinaNet, etc)"
2652,"Object detection methods (YOLOv6, RetinaNet, etc)"
2666,"Object detection methods (YOLOv6, RetinaNet, etc)"
2680,"Object detection methods (YOLOv6, RetinaNet, etc)"
2705,"Object detection methods (YOLOv6, RetinaNet, etc)"
2716,"Object detection methods (YOLOv6, RetinaNet, etc)"
2717,"Object detection methods (YOLOv6, RetinaNet, etc)"
2745,"Object detection methods (YOLOv6, RetinaNet, etc)"
2749,"Object detection methods (YOLOv6, RetinaNet, etc)"
2759,"Object detection methods (YOLOv6, RetinaNet, etc)"
2770,"Object detection methods (YOLOv6, RetinaNet, etc)"
2781,"Object detection methods (YOLOv6, RetinaNet, etc)"
2797,"Object detection methods (YOLOv6, RetinaNet, etc)"
2806,"Object detection methods (YOLOv6, RetinaNet, etc)"
2807,"Object detection methods (YOLOv6, RetinaNet, etc)"
2824,"Object detection methods (YOLOv6, RetinaNet, etc)"
2833,"Object detection methods (YOLOv6, RetinaNet, etc)"
2836,"Object detection methods (YOLOv6, RetinaNet, etc)"
2839,"Object detection methods (YOLOv6, RetinaNet, etc)"
2843,"Object detection methods (YOLOv6, RetinaNet, etc)"
2861,"Object detection methods (YOLOv6, RetinaNet, etc)"
2862,"Object detection methods (YOLOv6, RetinaNet, etc)"
2886,"Object detection methods (YOLOv6, RetinaNet, etc)"
2894,"Object detection methods (YOLOv6, RetinaNet, etc)"
2906,"Object detection methods (YOLOv6, RetinaNet, etc)"
2922,"Object detection methods (YOLOv6, RetinaNet, etc)"
2923,"Object detection methods (YOLOv6, RetinaNet, etc)"
2948,"Object detection methods (YOLOv6, RetinaNet, etc)"
2961,"Object detection methods (YOLOv6, RetinaNet, etc)"
2965,"Object detection methods (YOLOv6, RetinaNet, etc)"
2972,"Object detection methods (YOLOv6, RetinaNet, etc)"
2985,"Object detection methods (YOLOv6, RetinaNet, etc)"
2997,"Object detection methods (YOLOv6, RetinaNet, etc)"
3007,"Object detection methods (YOLOv6, RetinaNet, etc)"
3008,"Object detection methods (YOLOv6, RetinaNet, etc)"
3019,"Object detection methods (YOLOv6, RetinaNet, etc)"
3020,"Object detection methods (YOLOv6, RetinaNet, etc)"
3032,"Object detection methods (YOLOv6, RetinaNet, etc)"
3036,"Object detection methods (YOLOv6, RetinaNet, etc)"
3037,"Object detection methods (YOLOv6, RetinaNet, etc)"
3040,"Object detection methods (YOLOv6, RetinaNet, etc)"
3063,"Object detection methods (YOLOv6, RetinaNet, etc)"
3072,"Object detection methods (YOLOv6, RetinaNet, etc)"
3078,"Object detection methods (YOLOv6, RetinaNet, etc)"
3092,"Object detection methods (YOLOv6, RetinaNet, etc)"
3094,"Object detection methods (YOLOv6, RetinaNet, etc)"
3133,"Object detection methods (YOLOv6, RetinaNet, etc)"
3141,"Object detection methods (YOLOv6, RetinaNet, etc)"
3152,"Object detection methods (YOLOv6, RetinaNet, etc)"
3154,"Object detection methods (YOLOv6, RetinaNet, etc)"
3170,"Object detection methods (YOLOv6, RetinaNet, etc)"
3176,"Object detection methods (YOLOv6, RetinaNet, etc)"
3186,"Object detection methods (YOLOv6, RetinaNet, etc)"
3191,"Object detection methods (YOLOv6, RetinaNet, etc)"
3193,"Object detection methods (YOLOv6, RetinaNet, etc)"
3194,"Object detection methods (YOLOv6, RetinaNet, etc)"
3225,"Object detection methods (YOLOv6, RetinaNet, etc)"
3238,"Object detection methods (YOLOv6, RetinaNet, etc)"
3241,"Object detection methods (YOLOv6, RetinaNet, etc)"
3242,"Object detection methods (YOLOv6, RetinaNet, etc)"
3269,"Object detection methods (YOLOv6, RetinaNet, etc)"
3270,"Object detection methods (YOLOv6, RetinaNet, etc)"
3278,"Object detection methods (YOLOv6, RetinaNet, etc)"
3285,"Object detection methods (YOLOv6, RetinaNet, etc)"
3323,"Object detection methods (YOLOv6, RetinaNet, etc)"
3326,"Object detection methods (YOLOv6, RetinaNet, etc)"
3368,"Object detection methods (YOLOv6, RetinaNet, etc)"
3373,"Object detection methods (YOLOv6, RetinaNet, etc)"
3375,"Object detection methods (YOLOv6, RetinaNet, etc)"
3377,"Object detection methods (YOLOv6, RetinaNet, etc)"
3383,"Object detection methods (YOLOv6, RetinaNet, etc)"
3399,"Object detection methods (YOLOv6, RetinaNet, etc)"
3408,"Object detection methods (YOLOv6, RetinaNet, etc)"
3409,"Object detection methods (YOLOv6, RetinaNet, etc)"
3411,"Object detection methods (YOLOv6, RetinaNet, etc)"
3416,"Object detection methods (YOLOv6, RetinaNet, etc)"
3421,"Object detection methods (YOLOv6, RetinaNet, etc)"
3425,"Object detection methods (YOLOv6, RetinaNet, etc)"
3426,"Object detection methods (YOLOv6, RetinaNet, etc)"
3455,"Object detection methods (YOLOv6, RetinaNet, etc)"
3465,"Object detection methods (YOLOv6, RetinaNet, etc)"
3483,"Object detection methods (YOLOv6, RetinaNet, etc)"
3504,"Object detection methods (YOLOv6, RetinaNet, etc)"
3534,"Object detection methods (YOLOv6, RetinaNet, etc)"
3541,"Object detection methods (YOLOv6, RetinaNet, etc)"
3562,"Object detection methods (YOLOv6, RetinaNet, etc)"
3568,"Object detection methods (YOLOv6, RetinaNet, etc)"
3571,"Object detection methods (YOLOv6, RetinaNet, etc)"
3579,"Object detection methods (YOLOv6, RetinaNet, etc)"
3583,"Object detection methods (YOLOv6, RetinaNet, etc)"
3594,"Object detection methods (YOLOv6, RetinaNet, etc)"
3616,"Object detection methods (YOLOv6, RetinaNet, etc)"
3633,"Object detection methods (YOLOv6, RetinaNet, etc)"
3639,"Object detection methods (YOLOv6, RetinaNet, etc)"
3640,"Object detection methods (YOLOv6, RetinaNet, etc)"
3644,"Object detection methods (YOLOv6, RetinaNet, etc)"
3650,"Object detection methods (YOLOv6, RetinaNet, etc)"
3663,"Object detection methods (YOLOv6, RetinaNet, etc)"
3675,"Object detection methods (YOLOv6, RetinaNet, etc)"
3687,"Object detection methods (YOLOv6, RetinaNet, etc)"
3691,"Object detection methods (YOLOv6, RetinaNet, etc)"
3696,"Object detection methods (YOLOv6, RetinaNet, etc)"
3701,"Object detection methods (YOLOv6, RetinaNet, etc)"
3707,"Object detection methods (YOLOv6, RetinaNet, etc)"
3710,"Object detection methods (YOLOv6, RetinaNet, etc)"
3711,"Object detection methods (YOLOv6, RetinaNet, etc)"
3721,"Object detection methods (YOLOv6, RetinaNet, etc)"
3729,"Object detection methods (YOLOv6, RetinaNet, etc)"
3731,"Object detection methods (YOLOv6, RetinaNet, etc)"
3736,"Object detection methods (YOLOv6, RetinaNet, etc)"
3739,"Object detection methods (YOLOv6, RetinaNet, etc)"
3743,"Object detection methods (YOLOv6, RetinaNet, etc)"
3746,"Object detection methods (YOLOv6, RetinaNet, etc)"
3751,"Object detection methods (YOLOv6, RetinaNet, etc)"
3752,"Object detection methods (YOLOv6, RetinaNet, etc)"
3756,"Object detection methods (YOLOv6, RetinaNet, etc)"
3779,"Object detection methods (YOLOv6, RetinaNet, etc)"
3789,"Object detection methods (YOLOv6, RetinaNet, etc)"
3798,"Object detection methods (YOLOv6, RetinaNet, etc)"
3819,"Object detection methods (YOLOv6, RetinaNet, etc)"
3827,"Object detection methods (YOLOv6, RetinaNet, etc)"
3829,"Object detection methods (YOLOv6, RetinaNet, etc)"
3830,"Object detection methods (YOLOv6, RetinaNet, etc)"
3846,"Object detection methods (YOLOv6, RetinaNet, etc)"
3857,"Object detection methods (YOLOv6, RetinaNet, etc)"
3886,"Object detection methods (YOLOv6, RetinaNet, etc)"
3907,"Object detection methods (YOLOv6, RetinaNet, etc)"
3912,"Object detection methods (YOLOv6, RetinaNet, etc)"
3914,"Object detection methods (YOLOv6, RetinaNet, etc)"
3917,"Object detection methods (YOLOv6, RetinaNet, etc)"
3922,"Object detection methods (YOLOv6, RetinaNet, etc)"
3936,"Object detection methods (YOLOv6, RetinaNet, etc)"
3964,"Object detection methods (YOLOv6, RetinaNet, etc)"
3973,"Object detection methods (YOLOv6, RetinaNet, etc)"
3977,"Object detection methods (YOLOv6, RetinaNet, etc)"
3984,"Object detection methods (YOLOv6, RetinaNet, etc)"
3992,"Object detection methods (YOLOv6, RetinaNet, etc)"
4009,"Object detection methods (YOLOv6, RetinaNet, etc)"
4010,"Object detection methods (YOLOv6, RetinaNet, etc)"
4027,"Object detection methods (YOLOv6, RetinaNet, etc)"
4028,"Object detection methods (YOLOv6, RetinaNet, etc)"
4031,"Object detection methods (YOLOv6, RetinaNet, etc)"
4033,"Object detection methods (YOLOv6, RetinaNet, etc)"
4068,"Object detection methods (YOLOv6, RetinaNet, etc)"
4069,"Object detection methods (YOLOv6, RetinaNet, etc)"
4074,"Object detection methods (YOLOv6, RetinaNet, etc)"
4090,"Object detection methods (YOLOv6, RetinaNet, etc)"
4093,"Object detection methods (YOLOv6, RetinaNet, etc)"
4103,"Object detection methods (YOLOv6, RetinaNet, etc)"
4116,"Object detection methods (YOLOv6, RetinaNet, etc)"
4120,"Object detection methods (YOLOv6, RetinaNet, etc)"
4124,"Object detection methods (YOLOv6, RetinaNet, etc)"
4130,"Object detection methods (YOLOv6, RetinaNet, etc)"
4132,"Object detection methods (YOLOv6, RetinaNet, etc)"
4136,"Object detection methods (YOLOv6, RetinaNet, etc)"
4155,"Object detection methods (YOLOv6, RetinaNet, etc)"
4158,"Object detection methods (YOLOv6, RetinaNet, etc)"
4160,"Object detection methods (YOLOv6, RetinaNet, etc)"
4164,"Object detection methods (YOLOv6, RetinaNet, etc)"
4167,"Object detection methods (YOLOv6, RetinaNet, etc)"
4171,"Object detection methods (YOLOv6, RetinaNet, etc)"
4186,"Object detection methods (YOLOv6, RetinaNet, etc)"
4200,"Object detection methods (YOLOv6, RetinaNet, etc)"
4222,"Object detection methods (YOLOv6, RetinaNet, etc)"
4236,"Object detection methods (YOLOv6, RetinaNet, etc)"
4238,"Object detection methods (YOLOv6, RetinaNet, etc)"
4239,"Object detection methods (YOLOv6, RetinaNet, etc)"
4244,"Object detection methods (YOLOv6, RetinaNet, etc)"
4249,"Object detection methods (YOLOv6, RetinaNet, etc)"
4255,"Object detection methods (YOLOv6, RetinaNet, etc)"
4275,"Object detection methods (YOLOv6, RetinaNet, etc)"
4280,"Object detection methods (YOLOv6, RetinaNet, etc)"
4284,"Object detection methods (YOLOv6, RetinaNet, etc)"
4289,"Object detection methods (YOLOv6, RetinaNet, etc)"
4319,"Object detection methods (YOLOv6, RetinaNet, etc)"
